,part,title,rating,text
303,인문,사피엔스,평점5점,인생책이 될 듯 합니다
304,인문,사피엔스,평점4점,지난 3월 지인의 추천으로 이 책을 샀는데 아직도 못 읽었네요ㅠㅠ 얼른 읽어야겠습니다
305,인문,사피엔스,평점5점,책이 어렵네요 가독성은 떨어지지만 다 읽고나면 많은 생각이 들게 하는 책입니다 두고두고 읽
306,인문,사피엔스,평점4점,사고의 전환
307,인문,사피엔스,평점5점,내용이 기대됩니다.
308,인문,사피엔스,평점5점,역사에 오랫동안 남을 책
309,인문,사피엔스,평점5점,어렵겠지만 읽어보려구요
310,인문,사피엔스,평점5점,아렵지만 기대되는 책이에요
311,인문,사피엔스,평점4점,사페엔스 책을 읽고 싶었다. 서문을 읽고 있는데 흥미롭다. 기대가 된다.
312,인문,사피엔스,평점5점,기대됩니다.
313,인문,사피엔스,평점3점,베스트책이라 많은 사람들이 읽었을텐데 난 어려워서 읽다 말았다. 나에게 문제가 있는것인가?
314,인문,사피엔스,평점5점,읽고나면 생각의 틀에 많은 변화를 주는책.
315,인문,사피엔스,평점5점,좋아요
316,인문,사피엔스,평점5점,인류가 어떻게 지구를 지배해왔는 지를 쉽게 설명해주는 책
317,인문,사피엔스,평점5점,존재에 대한 질문
318,인문,사피엔스,평점5점,시간가는 줄 모르고 읽었네요~저자의 다른 작품도 꼭 읽어 봐야겠어요~
319,인문,사피엔스,평점5점,좋아요~
320,인문,사피엔스,평점5점,역사를 새로운 관점으로 바라보게 해 준 책인것 같습니다.
321,인문,사피엔스,평점5점,책장을 빨리 넘기며 읽기는 어렵지만 챕터 하나하나가 칼럼같다고 생각하며 재미있게 읽었습니다
322,인문,사피엔스,평점5점,지인에게 추천 받았는데 왜 이제서야 이 책을 읽었나 싶게 넘 잼있습니다.
323,인문,사피엔스,평점4점,방대한 지식에 못따가는 1인은 오늘도 허덕이며 안넘어가는 책장을 부여 잡고 있습니다
324,인문,사피엔스,평점5점,어렵고 안 읽힐 줄 알았는데 재밌고 또 손에서 안 놓아집니다 추천해요~!
325,인문,사피엔스,평점5점,한번에 읽히기보다는 꾸준하게 읽혀졌다. 재밌다기보다는 유용했고 흥미로웠다.
326,인문,사피엔스,평점5점,워낙 유명한 책이라^^ 잘 읽겠습니다.
327,인문,사피엔스,평점5점,호모 사피엔스의 역사와 미래에 대한 대서사시. 유발하리리의 놀랍고 신선한 역사인식.
328,인문,사피엔스,평점4점,기대하던대로 재미있었음
329,인문,사피엔스,평점4점,유발하라리의 방대한 지식에 놀라움.
330,인문,사피엔스,평점5점,책장은 잘 넘어가지 않아 오랫동안 읽었는데 읽고 나니 숙제 끝낸듯 후련한 느낌!
331,인문,사피엔스,평점5점,소장할만한 가치가 있는 책입니다 추천입니다
332,인문,사피엔스,평점5점,읽기를 미루고 미루다가 금년 첫 책으로 구입했습니다.
333,인문,사피엔스,평점4점,의문이 드는 부분도 있지만 그의 주장이 재밌다
334,인문,사피엔스,평점5점,너무 재미있네요~~
335,인문,사피엔스,평점5점,이렇게 재미있을줄 몰랐네요ㅎ
336,인문,사피엔스,평점5점,강추합니당!!!
337,인문,사피엔스,평점5점,좋은 책이에요 ㅋ^^
338,인문,사피엔스,평점5점,번뜩이는 통찰에 얻어 걸리는 내용이 하늘의 별처럼 많았던 소중한 책.
339,인문,사피엔스,평점4점,새로운 시각에서 쓴 글이라 좋지만 조금 어려워요
340,인문,사피엔스,평점4점,좋은 내용입니다
341,인문,사피엔스,평점4점,너무 유익하고 재미있어요.
342,인문,사피엔스,평점5점,영문으로 읽다가 이해가 100% 되지 않는 부분이 있어서 한국어 판으로 한번더 사서 읽음.
343,인문,사피엔스,평점5점,읽어볼만한 서적
344,인문,사피엔스,평점4점,기대됩니다
345,인문,사피엔스,평점5점,기대했던대로
346,인문,사피엔스,평점5점,4번은 사서본듯 다시 읽습니다
347,인문,사피엔스,평점5점,좋아요
348,인문,사피엔스,평점5점,딸들과 같이 읽으려고 구입했어요
349,인문,사피엔스,평점4점,두꺼워서 읽기가 읽기가 무서웠지만 순식간에 몰입하여 완독하였네요. 유명한 이유가 있네요
350,인문,사피엔스,평점4점,미디어에서 많이 언급되어 구입했습니다.
351,인문,사피엔스,평점5점,책읽어드립니다'에서 보고 읽어싶어 구매했네요..
352,인문,사피엔스,평점4점,다시 한번 읽어 봐야 겠습니다
353,인문,사피엔스,평점5점,말이 필요없는 책이죠^^
354,인문,사피엔스,평점5점,좋아요
355,인문,사피엔스,평점5점,좋습니다
356,인문,사피엔스,평점5점,한동안 가방에서 떠나지 않을 책
357,인문,사피엔스,평점5점,인생책이 될 듯 합니다
358,인문,사피엔스,평점4점,지난 3월 지인의 추천으로 이 책을 샀는데 아직도 못 읽었네요ㅠㅠ 얼른 읽어야겠습니다
359,인문,사피엔스,평점5점,책이 어렵네요 가독성은 떨어지지만 다 읽고나면 많은 생각이 들게 하는 책입니다 두고두고 읽
360,인문,사피엔스,평점4점,사고의 전환
361,인문,사피엔스,평점5점,내용이 기대됩니다.
362,인문,사피엔스,평점5점,역사에 오랫동안 남을 책
363,인문,사피엔스,평점5점,어렵겠지만 읽어보려구요
364,인문,사피엔스,평점5점,아렵지만 기대되는 책이에요
